Label,ChatGPT_pr
0,0.7215676550470794
1,0.8663442562388344
1,0.9964954221666037
0,0.07567915
1,0.863132509
0,0.010757198430916678
0,0.4393771602945435
0,0.067605793
0,0.20912771707343905
0,0.003849892
0,0.005902392
0,0.3262756830102345
1,0.5816118166634868
0,0.005902392
0,0.027492046
0,0.099982481
1,0.3593262303033504
0,0.012002042501325279
0,0.9832837081127994
0,0.24422661104030724
1,0.7466492111325047
0,0.003849892
0,0.042936775641729985
1,0.5034373450048618
1,0.9295190331582067
0,0.053989048
1,0.9930903662073484
1,0.7876827711466202
0,0.7065784673707095
0,0.23477008441549102
1,0.5749991397621279
0,0.11445057303072505
1,0.43150352281986853
0,0.060773819510562335
0,0.012002042501325279
1,0.5816118166634868
1,0.557490126
0,0.043330722222632186
1,0.8635136861125894
0,0.021164110935536967
0,0.6976421468144888
1,0.9725888864617259
0,0.7517442399268236
1,0.3885321798228545
0,0.018182605
1,0.9380789549676234
0,0.038884076431634725
0,0.002105771
1,0.8015125102588123
1,0.18814219812608043
0,0.25143497752815563
0,0.2890845130432222
0,0.043330722222632186
0,0.5540231718537186
1,0.6258997772873189
1,0.43150352281986853
1,0.6937334856739147
0,0.02173321
0,0.19139793746015543
0,0.027136956431949206
0,0.19139793746015543
0,0.085906021
1,0.7819133064641247
1,0.885475061
1,0.4615227290383508
0,0.011984858944165375
0,0.129184543
1,0.5133630059909884
0,0.006769063
1,0.7589441612690111
0,0.11445057303072505
0,0.18701580082618618
0,0.2569053407793256
0,0.006769063
0,0.3200276615934216
0,0.086552773
0,0.4403968006512817
0,0.38887675175505204
0,0.164598756
0,0.085906021
0,0.005902392
0,0.003273825
0,0.11578231039113915
0,0.005902392
0,0.007625934
0,0.11445057303072505
0,0.006769063
0,0.3262756830102345
1,0.9992070244468311
0,0.20912771707343905
1,0.7256390212307213
1,0.9797860964100866
1,0.9386336349791068
1,0.6933822524679054
0,0.028202773
1,0.5381946512978194
0,0.003273825
0,0.11578231039113915
0,0.033765127979199026
0,0.013878588236050978
0,0.22967698461768354
0,0.010534184
1,0.3736503108549025
1,0.9291142667680119
0,0.21364793451499856
0,0.030885602362405652
0,0.129184543
0,0.021764062805346963
0,0.20912771707343905
0,0.19139793746015543
0,0.7809842631028835
0,0.085906021
1,0.20912771707343905
1,0.837168132
1,0.9702196902246941
1,0.98765975
0,0.012002042501325279
1,0.8604077082452339
1,0.39805005537065746
0,0.1552047828820961
1,0.7361458322102815
0,0.14101956162633977
1,0.9306302315977429
0,0.055482057
0,0.032964610229089655
1,0.435190518
1,0.7909327340890969
0,0.1302337393317412
0,0.037883261
0,0.7124658544820748
0,0.41070365308492746
1,0.8657681247619236
0,0.085906021
0,0.010593577335693175
0,0.013246154550763454
0,0.20888797520053293
1,0.24422661104030724
1,0.9586361252802974
1,0.9356796628367493
1,0.863132509
1,0.6264689008710377
0,0.7650255590142937
1,0.7947500912073481
0,0.3604375575754336
0,0.11445057303072505
0,0.017857875626614825
1,0.43150352281986853
1,0.936759437
0,0.7991481512903055
0,0.012327878192562087
0,0.6946718619009488
1,0.837168132
1,0.39805005537065746
0,0.11445057303072505
0,0.021164110935536967
1,0.9905867853796932
0,0.018182605
1,0.8729051031564644
0,0.11982881751494556
0,0.3163446653394282
0,0.41070365308492746
1,0.857238593
0,0.32470977498082376
1,0.7373409745932843
0,0.066725978
1,0.129184543
1,0.7599214748586646
1,0.8869146507655645
0,0.029859575618613386
1,0.5444493763964595
0,0.24668027344811833
1,0.9211637766226463
0,0.012327878192562087
0,0.43150352281986853
1,0.49406820129046114
0,0.044126107
0,0.13039808872086173
0,0.129184543
1,0.7294860854034534
0,0.14347991879941002
1,0.9414713698928726
0,0.012002042501325279
1,0.7124658544820748
0,0.066725978
1,0.9202110383920068
1,0.8801031240987576
1,0.23697064834198697
0,0.002076468
0,0.129184543
1,0.7909327340890969
0,0.32470977498082376
0,0.5595738995717898
0,0.2630777087751211
0,0.23147649171522994
0,0.20912771707343905
1,0.9860469917423973
0,0.769864936
0,0.003319969
1,0.9612324598598982
0,0.049458307
0,0.021764062805346963
0,0.13011074372542986
0,0.5607128788831054
0,0.021658310940888388
0,0.6346762229421603
0,0.759209361
1,0.9493133070134149
0,0.018854846033945223
1,0.7204824332131052
1,0.771339221
0,0.21545529033378047
0,0.17769137824223052
0,0.5749991397621279
0,0.5381946512978194
1,0.4504689784408872
0,0.006769063
1,0.9653741266045469
1,0.5477333116935531
1,0.8358284886775676
1,0.7809842631028835
0,0.067605793
1,0.129184543
1,0.6108529653442952
1,0.6321601332886005
1,0.447089932
1,0.7783670257645692
0,0.075577773
0,0.005902392
1,0.9600675662337366
1,0.7481373820991749
0,0.003273825
0,0.11445057303072505
0,0.014086905662751177
0,0.19139793746015543
0,0.034892612
0,0.012002042501325279
1,0.9464987650313025
1,0.7456488543181137
0,0.14282376022037463
1,0.19139793746015543
1,0.7124658544820748
0,0.32055709513384256
0,0.006469642
1,0.9240208368159539
0,0.013147746808370692
0,0.3542807888112144
1,0.6523757196629268
0,0.050579061
0,0.003319969
0,0.7077800329594067
0,0.446067148
0,0.23147649171522994
1,0.21364793451499856
1,0.49406820129046114
0,0.015716873
0,0.18701580082618618
0,0.039397792
1,0.9383668183110337
0,0.11288972373828071
0,0.068149351
1,0.9149892552027016
1,0.9634566142958526
0,0.10206642977185797
1,0.823086469
0,0.11445057303072505
0,0.001602813
0,0.5749991397621279
1,0.8563802745981097
0,0.10115203601147535
0,0.021764062805346963
1,0.3262756830102345
0,0.043330722222632186
1,0.9132705723628022
0,0.3262756830102345
0,0.3262756830102345
0,0.5816118166634868
1,0.9273232083651074
1,0.6931569510454948
1,0.93077932
0,0.20912771707343905
1,0.7939490836291708
1,0.9771630201487278
0,0.1228202642791599
1,0.8925909340322509
1,0.5890916921603346
1,0.8996706482896348
0,0.5193933390938921
0,0.003319969
0,0.11722771039669672
0,0.053989048
1,0.8523890246556315
0,0.129184543
1,0.3812799677625364
1,0.5193933390938921
1,0.769864936
0,0.20888797520053293
1,0.917355958
0,0.20888797520053293
1,0.8895006254923684
1,0.9383469359491392
1,0.8321016137478572
0,0.098283793
0,0.03369494
0,0.004298883
0,0.18444398050827848
0,0.11600059988043256
0,0.072442138
0,0.3885321798228545
1,0.5540231718537186
0,0.17545270408869018
0,0.085906021
0,0.004893736
1,0.44386037998411987
0,0.001859161
0,0.003319969
1,0.9013713452714481
0,0.4169503551974984
1,0.90369653
0,0.005052481
0,0.016527756032682285
0,0.3889677547125268
0,0.085906021
0,0.012327878192562087
0,0.012327878192562087
0,0.12204340774158454
0,0.3262756830102345
0,0.077597939
1,0.5893848138576123
0,0.129184543
0,0.5755789893639358
0,0.020815259
0,0.28319007593577866
0,0.027015178257642897
1,0.8151665084940971
0,0.005052481
1,0.7432657034940975
0,0.8706388456307318
1,0.9728898111611405
1,0.5381946512978194
0,0.004298883
0,0.013898449
0,0.2890845130432222
0,0.14856420559389633
0,0.006769063
0,0.11445057303072505
1,0.7308912702706547
1,0.9321434982250835
1,0.5536648417140592
0,0.007845187
0,0.43150352281986853
0,0.034737272571904496
0,0.2873945533653541
0,0.3542807888112144
0,0.017832803
